transcript,protein,uniprot,align,identity,evalue,name,lineage,domain,genus
TRINITY_DN111613_c0_g1_i1,TRINITY_DN111613_c0_g1_i1.p1,ELDP2_LOTGI,"Q:1767-487,H:5-436",27.133,1.33E-21,EGF-like domain-containing protein 2,Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Gastropoda; Patellogastropoda; Lottioidea; Lottiidae; Lottia,Eukaryota,Lottia
TRINITY_DN111656_c0_g1_i1,TRINITY_DN111656_c0_g1_i1.p1,STAN_DROME,"Q:60-1112,H:733-1085",31.063,8.24E-27,Protocadherin-like wing polarity protein stan,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN11166_c0_g1_i2,TRINITY_DN11166_c0_g1_i2.p1,FAT1_HUMAN,"Q:850-407,H:4018-4162",30.667,1.35E-12,Protocadherin Fat 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11166_c0_g1_i4,TRINITY_DN11166_c0_g1_i4.p1,CRB_DROME,"Q:549-40,H:1732-1880",26.471,8.80E-08,Protein crumbs,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora,Eukaryota,Sophophora
TRINITY_DN11166_c0_g1_i5,TRINITY_DN11166_c0_g1_i5.p1,FAT1_HUMAN,"Q:857-414,H:4018-4162",30.667,1.40E-12,Protocadherin Fat 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN111669_c0_g1_i4,TRINITY_DN111669_c0_g1_i4.p1,CAH2_TRIHK,"Q:471-1229,H:2-255",33.84,4.45E-33,Carbonic anhydrase 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Tribolodon,Eukaryota,Tribolodon
TRINITY_DN111669_c0_g1_i5,TRINITY_DN111669_c0_g1_i5.p1,ATCA1_ARATH,"Q:246-599,H:42-153",33.858,1.05E-07,"Alpha carbonic anhydrase 1, chloroplastic",Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis,Eukaryota,Arabidopsis
TRINITY_DN111669_c0_g1_i8,TRINITY_DN111669_c0_g1_i8.p1,ATCA1_ARATH,"Q:187-552,H:38-153",34.351,1.54E-08,"Alpha carbonic anhydrase 1, chloroplastic",Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis,Eukaryota,Arabidopsis
TRINITY_DN11167_c0_g1_i1,TRINITY_DN11167_c0_g1_i1.p1,MLXIP_MOUSE,"Q:581-1255,H:688-910",34.199,5.06E-30,MLX-interacting protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN11167_c0_g1_i2,TRINITY_DN11167_c0_g1_i2.p1,MLXIP_MOUSE,"Q:322-996,H:688-910",34.199,1.74E-30,MLX-interacting protein,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN111691_c0_g1_i1,TRINITY_DN111691_c0_g1_i1.p1,B3GT1_PONPY,"Q:925-107,H:52-318",31.673,4.90E-38,"Beta-1,3-galactosyltransferase 1",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo,Eukaryota,Pongo
TRINITY_DN11170_c0_g2_i1,TRINITY_DN11170_c0_g2_i1.p1,RD23A_MOUSE,"Q:2542-1826,H:155-363",50,3.49E-47,UV excision repair protein RAD23 homolog A,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN11170_c0_g2_i3,NA,RD23A_BOVIN,"Q:1939-1826,H:325-362",78.947,3.66E-11,UV excision repair protein RAD23 homolog A,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,Eukaryota,Bos
TRINITY_DN11175_c0_g1_i11,TRINITY_DN11175_c0_g1_i11.p1,TITIN_HUMAN,"Q:601-131,H:4404-4554",29.268,8.26E-06,Titin,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11175_c0_g1_i12,TRINITY_DN11175_c0_g1_i12.p1,AGRL3_HUMAN,"Q:2655-895,H:499-1108",28.23,4.57E-58,Adhesion G protein-coupled receptor L3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11175_c0_g1_i14,TRINITY_DN11175_c0_g1_i14.p1,AGRB3_MOUSE,"Q:1011-307,H:929-1187",33.829,3.82E-33,Adhesion G protein-coupled receptor B3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN11175_c0_g1_i2,TRINITY_DN11175_c0_g1_i2.p1,CELR3_HUMAN,"Q:445-77,H:2589-2711",41.935,1.91E-29,Cadherin EGF LAG seven-pass G-type receptor 3,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11175_c0_g1_i6,TRINITY_DN11175_c0_g1_i6.p1,AGRL2_HUMAN,"Q:2670-895,H:466-1091",28.393,1.45E-63,Adhesion G protein-coupled receptor L2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11175_c0_g2_i1,TRINITY_DN11175_c0_g2_i1.p1,AGRD1_BOVIN,"Q:979-755,H:786-860",42.667,5.32E-15,Adhesion G-protein coupled receptor D1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,Eukaryota,Bos
TRINITY_DN111756_c0_g1_i1,TRINITY_DN111756_c0_g1_i1.p1,IF5A_SPOFR,"Q:461-925,H:1-153",57.419,3.63E-56,Eukaryotic translation initiation factor 5A,Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Noctuoidea; Noctuidae; Amphipyrinae; Spodoptera,Eukaryota,Spodoptera
TRINITY_DN111777_c0_g1_i1,NA,TNKS1_HUMAN,"Q:2-181,H:261-322",43.548,7.80E-06,Poly [ADP-ribose] polymerase tankyrase-1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN111778_c0_g1_i4,NA,ENAM_MOUSE,"Q:294-551,H:469-554",30.233,1.16E-06,Enamelin,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN11180_c0_g1_i1,TRINITY_DN11180_c0_g1_i1.p1,AATM_HORSE,"Q:138-1340,H:1-401",73.566,0,"Aspartate aminotransferase, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Perissodactyla; Equidae; Equus,Eukaryota,Equus
TRINITY_DN11182_c0_g1_i3,TRINITY_DN11182_c0_g1_i3.p1,DPOLL_MOUSE,"Q:220-1587,H:35-483",40.087,2.75E-105,DNA polymerase lambda,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN11182_c0_g1_i9,TRINITY_DN11182_c0_g1_i9.p1,DPOLL_RAT,"Q:232-1851,H:39-572",45.073,9.33E-153,DNA polymerase lambda,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,Eukaryota,Rattus
TRINITY_DN11183_c0_g1_i2,TRINITY_DN11183_c0_g1_i2.p1,RM04_HUMAN,"Q:159-1058,H:9-291",51.827,1.11E-94,"39S ribosomal protein L4, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11183_c0_g1_i3,TRINITY_DN11183_c0_g1_i3.p1,RM04_HUMAN,"Q:159-1058,H:9-291",51.827,1.25E-92,"39S ribosomal protein L4, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11183_c0_g1_i4,TRINITY_DN11183_c0_g1_i4.p1,RM04_HUMAN,"Q:159-1058,H:9-291",51.827,7.25E-93,"39S ribosomal protein L4, mitochondrial",Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11183_c2_g1_i3,TRINITY_DN11183_c2_g1_i3.p1,GRTP1_XENLA,"Q:2027-1056,H:14-334",48.148,8.15E-103,Growth hormone-regulated TBC protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN1119_c0_g1_i13,TRINITY_DN1119_c0_g1_i13.p1,PDK1B_XENLA,"Q:485-1066,H:118-324",33.173,6.80E-27,Serine/threonine-protein kinase pdik1l-B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN1119_c0_g1_i15,TRINITY_DN1119_c0_g1_i15.p1,PDK1B_XENLA,"Q:284-1060,H:13-320",30.128,6.95E-32,Serine/threonine-protein kinase pdik1l-B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN1119_c0_g1_i19,TRINITY_DN1119_c0_g1_i19.p1,PDK1B_XENLA,"Q:482-1057,H:117-320",35.266,2.54E-32,Serine/threonine-protein kinase pdik1l-B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN1119_c0_g1_i2,TRINITY_DN1119_c0_g1_i2.p1,PDK1B_XENLA,"Q:1224-1997,H:13-320",29.904,4.07E-31,Serine/threonine-protein kinase pdik1l-B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN1119_c0_g1_i20,TRINITY_DN1119_c0_g1_i20.p1,PDK1B_XENLA,"Q:284-1069,H:13-324",29.841,5.00E-29,Serine/threonine-protein kinase pdik1l-B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN1119_c0_g1_i4,TRINITY_DN1119_c0_g1_i4.p1,PDK1B_XENLA,"Q:318-1091,H:14-320",30.323,1.92E-32,Serine/threonine-protein kinase pdik1l-B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN1119_c0_g1_i5,TRINITY_DN1119_c0_g1_i5.p1,PDK1B_XENLA,"Q:284-868,H:13-248",32.636,6.18E-30,Serine/threonine-protein kinase pdik1l-B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN1119_c0_g1_i8,TRINITY_DN1119_c0_g1_i8.p1,STK35_MOUSE,"Q:522-899,H:320-452",43.284,1.18E-29,Serine/threonine-protein kinase 35,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN1119_c0_g2_i1,TRINITY_DN1119_c0_g2_i1.p1,WEE1B_XENLA,"Q:1-318,H:269-382",34.211,4.65E-15,Wee1-like protein kinase 1-B,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,Eukaryota,Xenopus
TRINITY_DN1119_c1_g1_i1,TRINITY_DN1119_c1_g1_i1.p1,EPS8_PONAB,"Q:471-1991,H:65-597",30.59,2.38E-55,Epidermal growth factor receptor kinase substrate 8,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo,Eukaryota,Pongo
TRINITY_DN1119_c1_g1_i2,TRINITY_DN1119_c1_g1_i2.p1,EPS8_PONAB,"Q:471-1559,H:65-437",33.676,2.94E-48,Epidermal growth factor receptor kinase substrate 8,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo,Eukaryota,Pongo
TRINITY_DN1119_c1_g1_i3,TRINITY_DN1119_c1_g1_i3.p1,EPS8_PONAB,"Q:471-1559,H:65-437",33.676,3.08E-48,Epidermal growth factor receptor kinase substrate 8,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo,Eukaryota,Pongo
TRINITY_DN1119_c1_g1_i4,TRINITY_DN1119_c1_g1_i4.p1,ES8L2_MOUSE,"Q:471-2045,H:52-561",29.009,4.96E-49,Epidermal growth factor receptor kinase substrate 8-like protein 2,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN1119_c1_g1_i6,TRINITY_DN1119_c1_g1_i6.p1,EPS8_MOUSE,"Q:471-2027,H:65-584",29.946,1.00E-55,Epidermal growth factor receptor kinase substrate 8,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,Eukaryota,Mus
TRINITY_DN11190_c0_g1_i8,TRINITY_DN11190_c0_g1_i8.p1,K0100_HUMAN,"Q:1880-6709,H:570-2233",37.767,0,Protein KIAA0100,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN111918_c0_g1_i1,NA,TC1A_CAEEL,"Q:198-88,H:237-273",40.541,7.61E-06,Transposable element Tc1 transposase,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN11192_c0_g1_i3,TRINITY_DN11192_c0_g1_i3.p1,LMF1_BOVIN,"Q:1694-168,H:31-541",58.09,0,Lipase maturation factor 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,Eukaryota,Bos
TRINITY_DN11192_c0_g1_i6,TRINITY_DN11192_c0_g1_i6.p1,LMF1_HUMAN,"Q:1070-168,H:247-547",59.801,1.48E-124,Lipase maturation factor 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11192_c0_g1_i8,TRINITY_DN11192_c0_g1_i8.p1,LMF1_BOVIN,"Q:1787-129,H:9-546",56.014,0,Lipase maturation factor 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,Eukaryota,Bos
TRINITY_DN111920_c0_g1_i2,TRINITY_DN111920_c0_g1_i2.p1,SRCA_CHICK,"Q:219-701,H:92-257",31.579,1.36E-07,Sarcalumenin,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN111925_c0_g1_i1,NA,TIGD7_HUMAN,"Q:238-80,H:259-315",43.86,3.74E-08,Tigger transposable element-derived protein 7,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11195_c0_g1_i1,TRINITY_DN11195_c0_g1_i1.p1,THRB_HUMAN,"Q:1283-555,H:362-613",40.078,5.86E-44,Prothrombin,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11195_c0_g1_i4,TRINITY_DN11195_c0_g1_i4.p1,THRB_HUMAN,"Q:1283-555,H:362-613",40.078,5.87E-44,Prothrombin,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN111977_c0_g1_i1,NA,YRD6_CAEEL,"Q:6-221,H:755-827",38.356,3.82E-12,Uncharacterized protein K02A2.6,Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis,Eukaryota,Caenorhabditis
TRINITY_DN11199_c0_g1_i13,TRINITY_DN11199_c0_g1_i13.p1,NUD12_MACFA,"Q:292-14,H:6-91",35.484,7.81E-10,Peroxisomal NADH pyrophosphatase NUDT12,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca,Eukaryota,Macaca
TRINITY_DN11199_c0_g1_i15,TRINITY_DN11199_c0_g1_i15.p1,NUD12_MACFA,"Q:292-14,H:6-91",35.484,9.74E-10,Peroxisomal NADH pyrophosphatase NUDT12,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca,Eukaryota,Macaca
TRINITY_DN11199_c0_g1_i17,TRINITY_DN11199_c0_g1_i17.p1,FANK1_HUMAN,"Q:271-2,H:105-193",36.667,2.04E-09,Fibronectin type 3 and ankyrin repeat domains protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11199_c0_g1_i3,TRINITY_DN11199_c0_g1_i3.p1,FANK1_HUMAN,"Q:271-2,H:105-193",36.667,1.38E-09,Fibronectin type 3 and ankyrin repeat domains protein 1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,Eukaryota,Homo
TRINITY_DN11199_c0_g1_i8,TRINITY_DN11199_c0_g1_i8.p1,NUD12_PONAB,"Q:292-14,H:6-91",35.484,1.11E-09,Peroxisomal NADH pyrophosphatase NUDT12,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Pongo,Eukaryota,Pongo
TRINITY_DN111994_c0_g1_i1,TRINITY_DN111994_c0_g1_i1.p1,ST7_CHICK,"Q:964-2103,H:175-554",81.89,0,Suppressor of tumorigenicity 7 protein homolog,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN111994_c0_g1_i4,TRINITY_DN111994_c0_g1_i4.p1,ST7_CHICK,"Q:672-2195,H:47-554",78.585,0,Suppressor of tumorigenicity 7 protein homolog,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus,Eukaryota,Gallus
TRINITY_DN112_c0_g1_i1,TRINITY_DN112_c0_g1_i1.p1,MLR_SPISA,"Q:1456-986,H:4-159",63.057,1.36E-62,"Myosin regulatory light chain, smooth muscle",Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Bivalvia; Heterodonta; Euheterodonta; Veneroida; Mactroidea; Mactridae; Pseudocardium,Eukaryota,Pseudocardium
TRINITY_DN112_c0_g1_i5,TRINITY_DN112_c0_g1_i5.p1,MLR_SPISA,"Q:1384-986,H:28-159",64.662,2.04E-54,"Myosin regulatory light chain, smooth muscle",Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Bivalvia; Heterodonta; Euheterodonta; Veneroida; Mactroidea; Mactridae; Pseudocardium,Eukaryota,Pseudocardium
TRINITY_DN112_c0_g1_i7,TRINITY_DN112_c0_g1_i7.p1,MLRA_MIZYE,"Q:1465-986,H:1-160",63.75,8.85E-63,"Myosin regulatory light chain A, smooth adductor muscle",Eukaryota; Metazoa; Lophotrochozoa; Mollusca; Bivalvia; Pteriomorphia; Pectinoida; Pectinoidea; Pectinidae; Mizuhopecten,Eukaryota,Mizuhopecten
TRINITY_DN1120_c0_g1_i10,TRINITY_DN1120_c0_g1_i10.p3,ST6B1_DANRE,"Q:356-3,H:19-133",28.689,3.38E-07,Sulfotransferase 6B1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
TRINITY_DN1120_c0_g1_i14,TRINITY_DN1120_c0_g1_i14.p2,ST6B1_DANRE,"Q:356-3,H:19-133",28.689,2.44E-07,Sulfotransferase 6B1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
TRINITY_DN1120_c0_g1_i15,TRINITY_DN1120_c0_g1_i15.p2,ST6B1_DANRE,"Q:356-3,H:19-133",28.689,4.64E-07,Sulfotransferase 6B1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
TRINITY_DN1120_c0_g1_i2,TRINITY_DN1120_c0_g1_i2.p1,ST6B1_DANRE,"Q:356-3,H:19-133",28.689,3.36E-07,Sulfotransferase 6B1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
TRINITY_DN1120_c0_g1_i4,TRINITY_DN1120_c0_g1_i4.p2,ST6B1_DANRE,"Q:356-3,H:19-133",28.689,4.64E-07,Sulfotransferase 6B1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
TRINITY_DN1120_c0_g1_i7,TRINITY_DN1120_c0_g1_i7.p2,ST6B1_DANRE,"Q:356-3,H:19-133",28.689,2.12E-07,Sulfotransferase 6B1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
TRINITY_DN1120_c0_g1_i8,TRINITY_DN1120_c0_g1_i8.p2,ST6B1_DANRE,"Q:356-3,H:19-133",28.689,4.62E-07,Sulfotransferase 6B1,Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Cyprinidae; Danio,Eukaryota,Danio
